Column1,Country,Year,Session number,Vote,Overall vote result,Month,Text_number,In favour,Against,Abstaining,Text title,Type,Topic,Main sponsors,Spochina,OIC,EU,WEOG,LMG,AfrU,G7,G20,Chinainfav,Chinagainst,ODI_MOFCOM,BU_ODA,AEI_FDI,FT_ODI
2001,Gabon,2021,HRC-46,Abstaining,In favour,MAR,46/18,21,12,14,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Iceland, North Macedonia, Republic of Moldova, United Kingdom",0,1,0,0,0,1,0,0,0,0,,,,
2002,Gabon,2021,HRC-46,Abstaining,In favour,MAR,46/2,20,8,18,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,1,0,0,0,1,0,0,0,0,,,,
2003,Gabon,2021,HRC-46,Abstaining,In favour,MAR,46/20,20,7,20,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath,Country - Situations,Belarus,Portugal (European Union),0,1,0,0,0,1,0,0,0,0,,,,
2004,Gabon,2021,HRC-46,In favour,In favour,MAR,46/22,27,6,13,Situation of human rights in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Netherlands, Qatar, Turkey, United Kingdom",0,1,0,0,0,1,0,0,0,0,,,,
2005,Gabon,2021,HRC-46,Against,In favour,Mar,46/23,20,16,11,Situation of human rights in South Sudan,Country - Situations,South Sudan,"Albania, Norway, United Kingdom, United States",0,1,0,0,0,1,0,0,0,0,,,,
2006,Gabon,2021,HRC-46,In favour,In favour,Mar,46/25,42,3,2,Right of the Palestinian people to self-determination,Country - Situations,Self-determination,Pakistan (OIC),0,1,0,0,0,1,0,0,0,0,,,,
2007,Gabon,2021,HRC-46,In favour,In favour,Mar,46/26,35,3,8,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Israeli settlements,Pakistan (OIC),0,1,0,0,0,1,0,0,0,0,,,,
2008,Gabon,2021,HRC-46,Abstaining,In favour,Mar,46/30,19,8,19,Cooperation with Georgia,Country - Technical Support/Capacity Building,Georgia,Georgia,0,1,0,0,0,1,0,0,0,0,,,,
2009,Gabon,2021,HRC-46,In favour,In favour,MAR,46/5,30,15,2,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Azerbaijan (NAM, except Colombia and Peru)",0,1,0,0,0,1,0,0,0,0,,,,
2010,Gabon,2021,HRC-46,In favour,In favour,MAR,46/8,28,14,4,"Effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,1,0,0,0,1,0,0,0,0,,,,
2245,Germany,2021,HRC-46,In favour,In favour,MAR,46/1,22,11,14,"Promoting reconciliation, accountability and human rights in Sri Lanka",Country - Situations,Sri Lanka,"Canada, Germany, Malawi, Montenegro, North Macedonia, United",0,0,1,1,0,0,1,1,0,0,,,,
2246,Germany,2021,HRC-46,Against,In favour,MAR,46/11,31,14,2,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Cameroon (African Group),0,0,1,1,0,0,1,1,0,0,,,,
2247,Germany,2021,HRC-46,Against,In favour,MAR,46/13,26,15,6,Promoting mutually beneficial cooperation in the field of human rights,Thematic - Cross-Cutting/Other,Cooperation,China,1,0,1,1,0,0,1,1,0,0,,,,
2248,Germany,2021,HRC-46,In favour,In favour,MAR,46/18,21,12,14,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Iceland, North Macedonia, Republic of Moldova, United Kingdom",0,0,1,1,0,0,1,1,0,0,,,,
2249,Germany,2021,HRC-46,In favour,In favour,MAR,46/2,20,8,18,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,0,1,1,0,0,1,1,0,0,,,,
2250,Germany,2021,HRC-46,In favour,In favour,MAR,46/20,20,7,20,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath,Country - Situations,Belarus,Portugal (European Union),0,0,1,1,0,0,1,1,0,0,,,,
2251,Germany,2021,HRC-46,In favour,In favour,Mar,46/22,27,6,13,Situation of human rights in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Netherlands, Qatar, Turkey, United Kingdom",0,0,1,1,0,0,1,1,0,0,,,,
2252,Germany,2021,HRC-46,In favour,In favour,Mar,46/23,20,16,11,Situation of human rights in South Sudan,Country - Situations,South Sudan,"Albania, Norway, United Kingdom, United States",0,0,1,1,0,0,1,1,0,0,,,,
2253,Germany,2021,HRC-46,In favour,In favour,Mar,46/25,42,3,2,Right of the Palestinian people to self-determination,Country - Situations,Self-determination,Pakistan (OIC),0,0,1,1,0,0,1,1,0,0,,,,
2254,Germany,2021,HRC-46,In favour,In favour,Mar,46/26,35,3,8,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Israeli settlements,Pakistan (OIC),0,0,1,1,0,0,1,1,0,0,,,,
2255,Germany,2021,HRC-46,In favour,In favour,Mar,46/30,19,8,19,Cooperation with Georgia,Country - Technical Support/Capacity Building,Georgia,Georgia,0,0,1,1,0,0,1,1,0,0,,,,
2256,Germany,2021,HRC-46,Against,In favour,MAR,46/5,30,15,2,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Azerbaijan (NAM, except Colombia and Peru)",0,0,1,1,0,0,1,1,0,0,,,,
2257,Germany,2021,HRC-46,Against,In favour,MAR,46/8,28,14,4,"Effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,0,1,1,0,0,1,1,0,0,,,,
2686,India,2021,HRC-46,Abstaining,In favour,MAR,46/1,22,11,14,"Promoting reconciliation, accountability and human rights in Sri Lanka",Country - Situations,Sri Lanka,"Canada, Germany, Malawi, Montenegro, North Macedonia, United",0,0,0,0,1,0,0,1,0,0,,,,
2687,India,2021,HRC-46,In favour,In favour,MAR,46/11,31,14,2,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Cameroon (African Group),0,0,0,0,1,0,0,1,0,0,,,,
2688,India,2021,HRC-46,Against,In favour,MAR,46/13,26,15,6,Promoting mutually beneficial cooperation in the field of human rights,Thematic - Cross-Cutting/Other,Cooperation,China,1,0,0,0,1,0,0,1,0,0,,,,
2689,India,2021,HRC-46,Against,In favour,MAR,46/18,21,12,14,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Iceland, North Macedonia, Republic of Moldova, United Kingdom",0,0,0,0,1,0,0,1,0,0,,,,
2690,India,2021,HRC-46,Abstaining,In favour,MAR,46/2,20,8,18,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,0,0,0,1,0,0,1,0,0,,,,
2691,India,2021,HRC-46,Abstaining,In favour,MAR,46/20,20,7,20,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath,Country - Situations,Belarus,Portugal (European Union),0,0,0,0,1,0,0,1,0,0,,,,
2692,India,2021,HRC-46,Abstaining,In favour,Mar,46/22,27,6,13,Situation of human rights in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,1,0,0,1,0,0,,,,
2693,India,2021,HRC-46,Abstaining,In favour,Mar,46/23,20,16,11,Situation of human rights in South Sudan,Country - Situations,South Sudan,"Albania, Norway, United Kingdom, United States",0,0,0,0,1,0,0,1,0,0,,,,
2694,India,2021,HRC-46,In favour,In favour,Mar,46/25,42,3,2,Right of the Palestinian people to self-determination,Country - Situations,Self-determination,Pakistan (OIC),0,0,0,0,1,0,0,1,0,0,,,,
2695,India,2021,HRC-46,In favour,In favour,Mar,46/26,35,3,8,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Israeli settlements,Pakistan (OIC),0,0,0,0,1,0,0,1,0,0,,,,
2696,India,2021,HRC-46,Abstaining,In favour,Mar,46/30,19,8,19,Cooperation with Georgia,Country - Technical Support/Capacity Building,Georgia,Georgia,0,0,0,0,1,0,0,1,0,0,,,,
2697,India,2021,HRC-46,In favour,In favour,MAR,46/5,30,15,2,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Azerbaijan (NAM, except Colombia and Peru)",0,0,0,0,1,0,0,1,0,0,,,,
2698,India,2021,HRC-46,In favour,In favour,MAR,46/8,28,14,4,"Effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,0,0,0,1,0,0,1,0,0,,,,
2955,Japan,2021,HRC-46,Abstaining,In favour,MAR,46/1,22,11,14,"Promoting reconciliation, accountability and human rights in Sri Lanka",Country - Situations,Sri Lanka,"Canada, Germany, Malawi, Montenegro, North Macedonia, United",0,0,0,0,0,0,1,1,0,0,,,,
2956,Japan,2021,HRC-46,Against,In favour,MAR,46/11,31,14,2,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Cameroon (African Group),0,0,0,0,0,0,1,1,0,0,,,,
2957,Japan,2021,HRC-46,Against,In favour,MAR,46/13,26,15,6,Promoting mutually beneficial cooperation in the field of human rights,Thematic - Cross-Cutting/Other,Cooperation,China,1,0,0,0,0,0,1,1,0,0,,,,
2958,Japan,2021,HRC-46,In favour,In favour,MAR,46/18,21,12,14,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Iceland, North Macedonia, Republic of Moldova, United Kingdom",0,0,0,0,0,0,1,1,0,0,,,,
2959,Japan,2021,HRC-46,In favour,In favour,MAR,46/2,20,8,18,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,0,0,0,0,0,1,1,0,0,,,,
2960,Japan,2021,HRC-46,In favour,In favour,MAR,46/20,20,7,20,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath,Country - Situations,Belarus,Portugal (European Union),0,0,0,0,0,0,1,1,0,0,,,,
2961,Japan,2021,HRC-46,In favour,In favour,Mar,46/22,27,6,13,Situation of human rights in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,1,1,0,0,,,,
2962,Japan,2021,HRC-46,In favour,In favour,Mar,46/23,20,16,11,Situation of human rights in South Sudan,Country - Situations,South Sudan,"Albania, Norway, United Kingdom, United States",0,0,0,0,0,0,1,1,0,0,,,,
2963,Japan,2021,HRC-46,In favour,In favour,Mar,46/25,42,3,2,Right of the Palestinian people to self-determination,Country - Situations,Self-determination,Pakistan (OIC),0,0,0,0,0,0,1,1,0,0,,,,
2964,Japan,2021,HRC-46,In favour,In favour,Mar,46/26,35,3,8,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Israeli settlements,Pakistan (OIC),0,0,0,0,0,0,1,1,0,0,,,,
2965,Japan,2021,HRC-46,In favour,In favour,Mar,46/30,19,8,19,Cooperation with Georgia,Country - Technical Support/Capacity Building,Georgia,Georgia,0,0,0,0,0,0,1,1,0,0,,,,
2966,Japan,2021,HRC-46,Against,In favour,MAR,46/5,30,15,2,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Azerbaijan (NAM, except Colombia and Peru)",0,0,0,0,0,0,1,1,0,0,,,,
2967,Japan,2021,HRC-46,Against,In favour,MAR,46/8,28,14,4,"Effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,0,0,0,0,0,1,1,0,0,,,,
3440,Mexico,2021,HRC-46,In favour,In favour,MAR,46/1,22,11,14,"Promoting reconciliation, accountability and human rights in Sri Lanka",Country - Situations,Sri Lanka,"Canada, Germany, Malawi, Montenegro, North Macedonia, United",0,0,0,0,0,0,0,1,0,0,,,,
3441,Mexico,2021,HRC-46,Abstaining,In favour,MAR,46/11,31,14,2,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Cameroon (African Group),0,0,0,0,0,0,0,1,0,0,,,,
3442,Mexico,2021,HRC-46,In favour,In favour,MAR,46/13,26,15,6,Promoting mutually beneficial cooperation in the field of human rights,Thematic - Cross-Cutting/Other,Cooperation,China,1,0,0,0,0,0,0,1,0,0,,,,
3443,Mexico,2021,HRC-46,In favour,In favour,MAR,46/18,21,12,14,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Iceland, North Macedonia, Republic of Moldova, United Kingdom",0,0,0,0,0,0,0,1,0,0,,,,
3444,Mexico,2021,HRC-46,In favour,In favour,MAR,46/2,20,8,18,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,0,0,0,0,0,0,1,0,0,,,,
3445,Mexico,2021,HRC-46,In favour,In favour,MAR,46/20,20,7,20,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath,Country - Situations,Belarus,Portugal (European Union),0,0,0,0,0,0,0,1,0,0,,,,
3446,Mexico,2021,HRC-46,In favour,In favour,Mar,46/22,27,6,13,Situation of human rights in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,1,0,0,,,,
3447,Mexico,2021,HRC-46,In favour,In favour,Mar,46/23,20,16,11,Situation of human rights in South Sudan,Country - Situations,South Sudan,"Albania, Norway, United Kingdom, United States",0,0,0,0,0,0,0,1,0,0,,,,
3448,Mexico,2021,HRC-46,In favour,In favour,Mar,46/25,42,3,2,Right of the Palestinian people to self-determination,Country - Situations,Self-determination,Pakistan (OIC),0,0,0,0,0,0,0,1,0,0,,,,
3449,Mexico,2021,HRC-46,In favour,In favour,Mar,46/26,35,3,8,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Israeli settlements,Pakistan (OIC),0,0,0,0,0,0,0,1,0,0,,,,
3450,Mexico,2021,HRC-46,In favour,In favour,Mar,46/30,19,8,19,Cooperation with Georgia,Country - Technical Support/Capacity Building,Georgia,Georgia,0,0,0,0,0,0,0,1,0,0,,,,
3451,Mexico,2021,HRC-46,Abstaining,In favour,MAR,46/5,30,15,2,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Azerbaijan (NAM, except Colombia and Peru)",0,0,0,0,0,0,0,1,0,0,,,,
3452,Mexico,2021,HRC-46,Abstaining,In favour,MAR,46/8,28,14,4,"Effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights","Thematic - Economic, Social and Cultural Rights",Foreign Debt,Cuba,0,0,0,0,0,0,0,1,0,0,,,,
3834,Namibia,2021,HRC-46,Abstaining,In favour,MAR,46/1,22,11,14,"Promoting reconciliation, accountability and human rights in Sri Lanka",Country - Situations,Sri Lanka,"Canada, Germany, Malawi, Montenegro, North Macedonia, United",0,0,0,0,0,1,0,0,0,0,,,,
3835,Namibia,2021,HRC-46,In favour,In favour,MAR,46/11,31,14,2,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Cameroon (African Group),0,0,0,0,0,1,0,0,0,0,,,,
3836,Namibia,2021,HRC-46,In favour,In favour,MAR,46/13,26,15,6,Promoting mutually beneficial cooperation in the field of human rights,Thematic - Cross-Cutting/Other,Cooperation,China,1,0,0,0,0,1,0,0,0,0,,,,
3837,Namibia,2021,HRC-46,Abstaining,In favour,MAR,46/18,21,12,14,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Iceland, North Macedonia, Republic of Moldova, United Kingdom",0,0,0,0,0,1,0,0,0,0,,,,
3838,Namibia,2021,HRC-46,Abstaining,In favour,MAR,46/2,20,8,18,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,0,0,0,0,1,0,0,0,0,,,,
3839,Namibia,2021,HRC-46,Abstaining,In favour,MAR,46/20,20,7,20,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath,Country - Situations,Belarus,Portugal (European Union),0,0,0,0,0,1,0,0,0,0,,,,
3840,Namibia,2021,HRC-46,Abstaining,In favour,Mar,46/22,27,6,13,Situation of human rights in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,1,0,0,0,0,,,,
3841,Namibia,2021,HRC-46,Abstaining,In favour,Mar,46/23,20,16,11,Situation of human rights in South Sudan,Country - Situations,South Sudan,"Albania, Norway, United Kingdom, United States",0,0,0,0,0,1,0,0,0,0,,,,
3842,Namibia,2021,HRC-46,In favour,In favour,Mar,46/25,42,3,2,Right of the Palestinian people to self-determination,Country - Situations,Self-determination,Pakistan (OIC),0,0,0,0,0,1,0,0,0,0,,,,
